YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2011,2011,NY,New York,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(42.82700103200045, -75.54397042699964)",36,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,OH,Ohio,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(40.06021014100048, -82.40426005599966)",39,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,OK,Oklahoma,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(35.47203135600046, -97.52107021399968)",40,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,OR,Oregon,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(44.56744942400047, -120.15503132599969)",41,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,PA,Pennsylvania,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(40.79373015200048, -77.86070029399963)",42,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,PR,Puerto Rico,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,,,-,No data available,,,Overall,Overall,"(18.220833, -66.590149)",72,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,RI,Rhode Island,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(41.70828019300046, -71.52247031399963)",44,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,SC,South Carolina,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(33.998821303000454, -81.04537120699968)",45,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,SD,South Dakota,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 3 - State had no commercial host liability,,,,,,Overall,Overall,"(44.353130053000484, -100.3735306369997)",46,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,TN,Tennessee,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(35.68094058000048, -85.77449091399967)",47,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,TX,Texas,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(31.827240407000488, -99.42677020599967)",48,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,US,United States,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,,,-,No data available,,,Overall,Overall,,59,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,UT,Utah,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(39.360700171000474, -111.58713063499971)",49,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,VA,Virginia,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 3 - State had no commercial host liability,,,,,,Overall,Overall,"(37.54268067400045, -78.45789046299967)",51,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,VI,Virgin Islands,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,,,-,No data available,,,Overall,Overall,"(18.335765, -64.896335)",78,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,VT,Vermont,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(43.62538123900049, -72.51764079099962)",50,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,WA,Washington,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(47.52227862900048, -120.47001078999972)",53,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,WI,Wisconsin,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(44.39319117400049, -89.81637074199966)",55,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,WV,West Virginia,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 1 - State had commercial host liability with no major limitations,,,,,,Overall,Overall,"(38.66551020200046, -80.71264013499967)",54,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
2011,2011,WY,Wyoming,Legal Research,Alcohol,Commercial host (dram shop) liability laws,,Commercial host (dram shop) liability status for alcohol service,Category 2 - State had commercial host liability with major limitations,,,,,,Overall,Overall,"(43.23554134300048, -108.10983035299967)",56,ALC,ALC9_0,CommHstLiab,OVERALL,OVR
